mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va
29	29	149/2	149/2	0.5	0	0	Chord	5/8	1	1	1/8			1/8	1	511									80		17			
29	29	75	75	0.5	1/8	1/8	Chord	5/8	1	1	1/8			1/8	1	512									80		17			
29	29	151/2	151/2	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	513											17			
29	29	76	76	0.0	3/8	3/8	Dynamic	5/8	1	1	0						p													
29	29	76	76	0.0	3/8	3/8	Spanner	5/8	1	1	0																			
29	29	76	76	0.0	3/8	3/8	Spanner	5/8	1	1	0																	17		
29	29	76	76	0.5	3/8	3/8	Chord	5/8	1	1	1/8			1/8	1	514												17		
29	29	153/2	153/2	0.5	1/2	1/2	Chord	5/8	1	1	1/8			1/8	1	515												17		
29	29	149/2	149/2	0.16666666666666666	0	0	Chord	5/8	1	2	1/24			1/16	2/3	516												17		
29	29	224/3	224/3	0.16666666666666666	1/24	1/24	Chord	5/8	1	2	1/24			1/16	2/3	517												17		
29	29	449/6	449/6	0.16666666666666666	1/12	1/12	Chord	5/8	1	2	1/24			1/16	2/3	518												17		
29	29	75	75	0.16666666666666666	1/8	1/8	Chord	5/8	1	2	1/24			1/16	2/3	519												17		
29	29	451/6	451/6	0.16666666666666666	1/6	1/6	Chord	5/8	1	2	1/24			1/16	2/3	520												17		
29	29	226/3	226/3	0.16666666666666666	5/24	5/24	Chord	5/8	1	2	1/24			1/16	2/3	521												17		
29	29	151/2	151/2	0.16666666666666666	1/4	1/4	Chord	5/8	1	2	1/24			1/16	2/3	522												17		
29	29	227/3	227/3	0.16666666666666666	7/24	7/24	Chord	5/8	1	2	1/24			1/16	2/3	523												17		
29	29	455/6	455/6	0.16666666666666666	1/3	1/3	Chord	5/8	1	2	1/24			1/16	2/3	524												17		
29	29	76	76	0.16666666666666666	3/8	3/8	Chord	5/8	1	2	1/24			1/16	2/3	525									81			17		
29	29	457/6	457/6	0.16666666666666666	5/12	5/12	Chord	5/8	1	2	1/24			1/16	2/3	526									81			17		
29	29	229/3	229/3	0.16666666666666666	11/24	11/24	Chord	5/8	1	2	1/24			1/16	2/3	527									81			17		
29	29	153/2	153/2	0.16666666666666666	1/2	1/2	Chord	5/8	1	2	1/24			1/16	2/3	528									81			17		
29	29	230/3	230/3	0.16666666666666666	13/24	13/24	Chord	5/8	1	2	1/24			1/16	2/3	529									81			17		
29	29	461/6	461/6	0.16666666666666666	7/12	7/12	Chord	5/8	1	2	1/24			1/16	2/3	530									81			17		
29	29	149/2	149/2	0.0	0	0	Spanner	5/8	2	1	0																			
29	29	149/2	149/2	0.0	0	0	Spanner	5/8	2	1	0															11				
29	29	149/2	149/2	0.5	0	0	Chord	5/8	2	1	1/8			1/8	1	531									82	11				
29	29	75	75	1.0	1/8	1/8	Chord	5/8	2	1	1/4			1/4	1	532										11				
29	29	76	76	0.5	3/8	3/8	Chord	5/8	2	1	1/8			1/8	1	533									83	11				
29	29	153/2	153/2	0.5	1/2	1/2	Chord	5/8	2	1	1/8			1/8	1	534									83	11				
30	30	77	77	0.0	0	0	Tempo	2/4	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0				17		
30	30	77	77	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	535												17		
30	30	155/2	155/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	536												17		
30	30	78	78	0.0	1/4	1/4	Tempo	2/4	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0				17		
30	30	78	78	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	537												17		
30	30	157/2	157/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	538												17		
30	30	77	77	0.16666666666666666	0	0	Chord	2/4	1	2	1/24			1/16	2/3	539									81			17		
30	30	463/6	463/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24			1/16	2/3	540									81			17		
30	30	232/3	232/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24			1/16	2/3	541									81			17		
30	30	155/2	155/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24			1/16	2/3	542									81			17		
30	30	233/3	233/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24			1/16	2/3	543									81			17		
30	30	467/6	467/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24			1/16	2/3	544									81			17		
30	30	78	78	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24			1/16	2/3	545									81			17		
30	30	469/6	469/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24			1/16	2/3	546									81			17		
30	30	235/3	235/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24			1/16	2/3	547									81			17		
30	30	157/2	157/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24			1/16	2/3	548									81			17		
30	30	236/3	236/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24			1/16	2/3	549									81			17		
30	30	473/6	473/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24			1/16	2/3	550												17		
30	30	77	77	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	551									83	11				
30	30	155/2	155/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	552									83	11				
30	30	78	78	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	553									83	11				
30	30	157/2	157/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	554										11				
31	31	79	79	0.0	0	0	Tempo	5/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
31	31	79	79	0.0	0	0	Spanner	5/8	1	1	0																			
31	31	475/6	475/6	0.0	1/24	1/24	Dynamic	5/8	1	1	0						pp													
31	31	475/6	475/6	0.0	1/24	1/24	Spanner	5/8	1	1	0																18			
31	31	475/6	475/6	0.16666666666666666	1/24	1/24	Chord	5/8	1	1	1/24			1/16	2/3	555									84		18			
31	31	238/3	238/3	0.16666666666666666	1/12	1/12	Chord	5/8	1	1	1/24			1/16	2/3	556									84		18			
31	31	159/2	159/2	0.16666666666666666	1/8	1/8	Chord	5/8	1	1	1/24			1/16	2/3	557									84		18			
31	31	239/3	239/3	0.16666666666666666	1/6	1/6	Chord	5/8	1	1	1/24			1/16	2/3	558									84		18			
31	31	479/6	479/6	0.16666666666666666	5/24	5/24	Chord	5/8	1	1	1/24			1/16	2/3	559											18			
31	31	80	80	0.0	1/4	1/4	Dynamic	5/8	1	1	0						p													
31	31	80	80	0.0	1/4	1/4	Tempo	5/8	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0						
31	31	80	80	0.0	1/4	1/4	Spanner	5/8	1	1	0																			
31	31	80	80	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	560									85					
31	31	161/2	161/2	0.5	3/8	3/8	Chord	5/8	1	1	1/8			1/8	1	561									85					
31	31	81	81	0.5	1/2	1/2	Chord	5/8	1	1	1/8			1/8	1	562														
31	31	163/2	163/2	0.0	5/8	5/8	Spanner	5/8	1	1	0																	18		
31	31	163/2	163/2	0.16666666666666666	5/8	5/8	Chord	5/8	1	1	1/24			1/16	2/3	563									86			18		
31	31	245/3	245/3	0.16666666666666666	2/3	2/3	Chord	5/8	1	1	1/24			1/16	2/3	564									86			18		
31	31	491/6	491/6	0.16666666666666666	17/24	17/24	Chord	5/8	1	1	1/24			1/16	2/3	565									86			18		
31	31	82	82	0.16666666666666666	3/4	3/4	Chord	5/8	1	1	1/24			1/16	2/3	566									86			18		
31	31	493/6	493/6	0.16666666666666666	19/24	19/24	Chord	5/8	1	1	1/24			1/16	2/3	567									86			18		
31	31	247/3	247/3	0.16666666666666666	5/6	5/6	Chord	5/8	1	1	1/24			1/16	2/3	568												18		
31	31	80	80	0.0	1/4	1/4	Spanner	5/8	1	2	0																19	18		
31	31	80	80	0.16666666666666666	1/4	1/4	Chord	5/8	1	2	1/24			1/16	2/3	569											19	18		
31	31	481/6	481/6	0.16666666666666666	7/24	7/24	Chord	5/8	1	2	1/24			1/16	2/3	570											19	18		
31	31	241/3	241/3	0.16666666666666666	1/3	1/3	Chord	5/8	1	2	1/24			1/16	2/3	571											19	18		
31	31	161/2	161/2	0.16666666666666666	3/8	3/8	Chord	5/8	1	2	1/24			1/16	2/3	572											19	18		
31	31	242/3	242/3	0.16666666666666666	5/12	5/12	Chord	5/8	1	2	1/24			1/16	2/3	573											19	18		
31	31	485/6	485/6	0.16666666666666666	11/24	11/24	Chord	5/8	1	2	1/24			1/16	2/3	574											19	18		
31	31	81	81	0.16666666666666666	1/2	1/2	Chord	5/8	1	2	1/24			1/16	2/3	575											19	18		
31	31	487/6	487/6	0.16666666666666666	13/24	13/24	Chord	5/8	1	2	1/24			1/16	2/3	576											19	18		
31	31	244/3	244/3	0.16666666666666666	7/12	7/12	Chord	5/8	1	2	1/24			1/16	2/3	577											19	18		
31	31	163/2	163/2	0.0	5/8	5/8	Spanner	5/8	1	2	0																	18		
31	31	79	79	0.25	0	0	Chord	5/8	2	1	1/16			1/16	1	578									87	11				
31	31	317/4	317/4	0.25	1/16	1/16	Chord	5/8	2	1	1/16			1/16	1	579									87	11				
31	31	159/2	159/2	0.25	1/8	1/8	Chord	5/8	2	1	1/16			1/16	1	580									87	11				
31	31	319/4	319/4	0.25	3/16	3/16	Chord	5/8	2	1	1/16			1/16	1	581										11				
31	31	80	80	0.5	1/4	1/4	Chord	5/8	2	1	1/8			1/8	1	582									88	11				
31	31	161/2	161/2	1.0	3/8	3/8	Chord	5/8	2	1	1/4			1/4	1	583										11				
31	31	163/2	163/2	0.5	5/8	5/8	Chord	5/8	2	1	1/8			1/8	1	584									89	11				
31	31	82	82	0.5	3/4	3/4	Chord	5/8	2	1	1/8			1/8	1	585										11				
32	32	165/2	165/2	0.0	0	0	Dynamic	5/8	1	1	0						p													
32	32	165/2	165/2	0.0	0	0	Spanner	5/8	1	1	0																			
32	32	165/2	165/2	0.0	0	0	Spanner	5/8	1	1	0																20			
32	32	165/2	165/2	0.5	0	0	Chord	5/8	1	1	1/8			1/8	1	586									90		20			
32	32	83	83	0.5	1/8	1/8	Chord	5/8	1	1	1/8			1/8	1	587									90		20			
32	32	167/2	167/2	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	588											20			
32	32	84	84	0.0	3/8	3/8	Tempo	5/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
32	32	84	84	0.0	3/8	3/8	Spanner	5/8	1	1	0																			
32	32	84	84	0.0	3/8	3/8	Spanner	5/8	1	1	0																	19		
32	32	84	84	0.16666666666666666	3/8	3/8	Chord	5/8	1	1	1/24			1/16	2/3	589									91			19		
32	32	505/6	505/6	0.16666666666666666	5/12	5/12	Chord	5/8	1	1	1/24			1/16	2/3	590									91			19		
32	32	253/3	253/3	0.16666666666666666	11/24	11/24	Chord	5/8	1	1	1/24			1/16	2/3	591									91			19		
32	32	169/2	169/2	0.16666666666666666	1/2	1/2	Chord	5/8	1	1	1/24			1/16	2/3	592									91			19		
32	32	254/3	254/3	0.16666666666666666	13/24	13/24	Chord	5/8	1	1	1/24			1/16	2/3	593									91			19		
32	32	509/6	509/6	0.0	7/12	7/12	Tempo	5/8	1	1	0									𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0				19		
32	32	509/6	509/6	0.16666666666666666	7/12	7/12	Chord	5/8	1	1	1/24			1/16	2/3	594												19		
32	32	165/2	165/2	0.16666666666666666	0	0	Chord	5/8	1	2	1/24			1/16	2/3	595												19		
32	32	248/3	248/3	0.16666666666666666	1/24	1/24	Chord	5/8	1	2	1/24			1/16	2/3	596												19		
32	32	497/6	497/6	0.16666666666666666	1/12	1/12	Chord	5/8	1	2	1/24			1/16	2/3	597												19		
32	32	83	83	0.16666666666666666	1/8	1/8	Chord	5/8	1	2	1/24			1/16	2/3	598												19		
32	32	499/6	499/6	0.16666666666666666	1/6	1/6	Chord	5/8	1	2	1/24			1/16	2/3	599												19		
32	32	250/3	250/3	0.16666666666666666	5/24	5/24	Chord	5/8	1	2	1/24			1/16	2/3	600												19		
32	32	167/2	167/2	0.16666666666666666	1/4	1/4	Chord	5/8	1	2	1/24			1/16	2/3	601												19		
32	32	251/3	251/3	0.16666666666666666	7/24	7/24	Chord	5/8	1	2	1/24			1/16	2/3	602												19		
32	32	503/6	503/6	0.16666666666666666	1/3	1/3	Chord	5/8	1	2	1/24			1/16	2/3	603												19		
32	32	165/2	165/2	0.0	0	0	Spanner	5/8	2	1	0																			
32	32	165/2	165/2	0.0	0	0	Spanner	5/8	2	1	0															12				
32	32	165/2	165/2	0.5	0	0	Chord	5/8	2	1	1/8			1/8	1	604									92	12				
32	32	83	83	1.0	1/8	1/8	Chord	5/8	2	1	1/4			1/4	1	605										12				
32	32	84	84	0.5	3/8	3/8	Chord	5/8	2	1	1/8			1/8	1	606									93	12				
32	32	169/2	169/2	0.5	1/2	1/2	Chord	5/8	2	1	1/8			1/8	1	607										12				
33	33	85	85	0.0	0	0	StaffText	6/8	1	1	0								<i>poco rubato</i>											
33	33	85	85	0.0	0	0	Dynamic	6/8	1	1	0						p													
33	33	85	85	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0						
33	33	85	85	0.0	0	0	Spanner	6/8	1	1	0																			
33	33	85	85	0.0	0	0	Spanner	6/8	1	1	0																21			
33	33	85	85	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	608		articAccentAbove							94		21			
33	33	171/2	171/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	609									94		21			
33	33	86	86	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	610											21			
33	33	173/2	173/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥=130	130.0	𝅘𝅥	130.0	0.0			21			
33	33	173/2	173/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	611		articAccentAbove							95		21			
33	33	87	87	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	612									95		21			
33	33	175/2	175/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	613											21			
33	33	85	85	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	614									96	12				
33	33	341/4	341/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	615									96	12				
33	33	171/2	171/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	616									96	12				
33	33	343/4	343/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	617										12				
33	33	86	86	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	618									97	12				
33	33	345/4	345/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	619									97	12				
33	33	173/2	173/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	620									97	12				
33	33	347/4	347/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	621										12				
33	33	87	87	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	622									98	12				
33	33	349/4	349/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	623									98	12				
33	33	175/2	175/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	624									98	12				
33	33	351/4	351/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	625										12				
33	33	85	85	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	626		articAccentBelow								12				
33	33	86	86	1.0	1/4	1/4	Chord	6/8	2	2	1/4			1/4	1	627		articAccentBelow								12				
33	33	87	87	1.0	1/2	1/2	Chord	6/8	2	2	1/4			1/4	1	628		articAccentBelow								12				
34	34	88	88	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥=140	140.0	𝅘𝅥	140.0	0.0			21			
34	34	88	88	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	629		articAccentAbove							99		21			
34	34	177/2	177/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	630									99		21			
34	34	89	89	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	631											21			
34	34	179/2	179/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥=150	150.0	𝅘𝅥	150.0	0.0			21			
34	34	179/2	179/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	632		articAccentAbove							100		21			
34	34	90	90	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	633									100		21			
34	34	181/2	181/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	634											21			
34	34	88	88	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	635		articAccentAbove								12				
34	34	179/2	179/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	636		articAccentAbove								12				
34	34	181/2	181/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	637		articAccentAbove								12				
34	34	88	88	0.25	0	0	Chord	6/8	2	2	1/16			1/16	1	638									101	12				
34	34	353/4	353/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16			1/16	1	639									101	12				
34	34	177/2	177/2	0.25	1/8	1/8	Chord	6/8	2	2	1/16			1/16	1	640									101	12				
34	34	355/4	355/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16			1/16	1	641									101	12				
34	34	89	89	0.25	1/4	1/4	Chord	6/8	2	2	1/16			1/16	1	642									101	12				
34	34	357/4	357/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16			1/16	1	643										12				
34	34	179/2	179/2	0.25	3/8	3/8	Chord	6/8	2	2	1/16			1/16	1	644									102	12				
34	34	359/4	359/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16			1/16	1	645									102	12				
34	34	90	90	0.25	1/2	1/2	Chord	6/8	2	2	1/16			1/16	1	646									102	12				
34	34	361/4	361/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16			1/16	1	647										12				
34	34	181/2	181/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16			1/16	1	648									103	12				
34	34	363/4	363/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16			1/16	1	649									103	12				
35	35	91	91	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥=130	130.0	𝅘𝅥	130.0	0.0			21			
35	35	91	91	0.0	0	0	Spanner	6/8	1	1	0																21			5
35	35	91	91	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	650		articAccentAbove							104		21			5
35	35	183/2	183/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	651									104		21			5
35	35	92	92	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	652											21			5
35	35	185/2	185/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0			21			5
35	35	185/2	185/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	653		articAccentAbove							105		21			5
35	35	93	93	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	654									105		21			5
35	35	187/2	187/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																			5
35	35	187/2	187/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	655														5
35	35	91	91	0.0	0	0	Spanner	6/8	2	1	0																			
35	35	91	91	0.0	0	0	Spanner	6/8	2	1	0															13				
35	35	91	91	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	656										13				
35	35	183/2	183/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	657		articAccentAbove								13				
35	35	185/2	185/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	658		articAccentAbove								13				
35	35	91	91	0.25	0	0	Chord	6/8	2	2	1/16			1/16	1	659									103	13				
35	35	365/4	365/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16			1/16	1	660										13				
35	35	183/2	183/2	0.25	1/8	1/8	Chord	6/8	2	2	1/16			1/16	1	661									106	13				
35	35	367/4	367/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16			1/16	1	662									106	13				
35	35	92	92	0.25	1/4	1/4	Chord	6/8	2	2	1/16			1/16	1	663									106	13				
35	35	369/4	369/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16			1/16	1	664										13				
35	35	185/2	185/2	0.25	3/8	3/8	Chord	6/8	2	2	1/16			1/16	1	665									107	13				
35	35	371/4	371/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16			1/16	1	666									107	13				
35	35	93	93	0.25	1/2	1/2	Chord	6/8	2	2	1/16			1/16	1	667									107	13				
35	35	373/4	373/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16			1/16	1	668									107	13				
35	35	187/2	187/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16			1/16	1	669									107	13				
35	35	375/4	375/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16			1/16	1	670										13				
36	36	94	94	0.0	0	0	Dynamic	6/8	1	1	0						ff													5
36	36	94	94	0.0	0	0	Spanner	6/8	1	1	0																	20		5
36	36	94	94	2.0	0	0	Chord	6/8	1	1	1/2		c32	1/2	1	671									108			20		5
36	36	189/2	189/2	0.0	1/8	1/8	Tempo	6/8	1	1	0									𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0	108			20		5
36	36	95	95	0.0	1/4	1/4	Tempo	6/8	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0				20		5
36	36	94	94	2.0	0	0	Chord	6/8	1	1	1/2			1/2	1	672												20		5
36	36	191/2	191/2	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0				20		5
36	36	383/4	383/4	0.0	7/16	7/16	Tempo	6/8	1	1	0									𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0				20		5
36	36	767/8	767/8	0.0	15/32	15/32	Tempo	6/8	1	1	0									𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0				20		5
36	36	96	96	0.0	1/2	1/2	Tempo	6/8	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0						5
36	36	96	96	0.0	1/2	1/2	Spanner	6/8	1	1	0																			5
36	36	96	96	0.08333333333333333	1/2	1/2	Chord	6/8	1	1	1/48			1/32	2/3	673									109					5
36	36	1153/12	1153/12	0.08333333333333333	25/48	25/48	Chord	6/8	1	1	1/48			1/32	2/3	674									109					5
36	36	577/6	577/6	0.08333333333333333	13/24	13/24	Chord	6/8	1	1	1/48			1/32	2/3	675									109					5
36	36	385/4	385/4	0.08333333333333333	9/16	9/16	Chord	6/8	1	1	1/48			1/32	2/3	676									109					5
36	36	289/3	289/3	0.08333333333333333	7/12	7/12	Chord	6/8	1	1	1/48			1/32	2/3	677									109					5
36	36	1157/12	1157/12	0.08333333333333333	29/48	29/48	Chord	6/8	1	1	1/48			1/32	2/3	678									109					5
36	36	193/2	193/2	0.0	5/8	5/8	Tempo	6/8	1	1	0									𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0	109					5
36	36	193/2	193/2	0.08333333333333333	5/8	5/8	Chord	6/8	1	1	1/48			1/32	2/3	679									109					5
36	36	1159/12	1159/12	0.08333333333333333	31/48	31/48	Chord	6/8	1	1	1/48			1/32	2/3	680									109					5
36	36	290/3	290/3	0.08333333333333333	2/3	2/3	Chord	6/8	1	1	1/48			1/32	2/3	681									109					5
36	36	387/4	387/4	0.0	11/16	11/16	Spanner	6/8	1	1	0														109					
36	36	387/4	387/4	0.08333333333333333	11/16	11/16	Chord	6/8	1	1	1/48			1/32	2/3	682									109					
36	36	581/6	581/6	0.08333333333333333	17/24	17/24	Chord	6/8	1	1	1/48			1/32	2/3	683									109					
36	36	1163/12	1163/12	0.08333333333333333	35/48	35/48	Chord	6/8	1	1	1/48			1/32	2/3	684									109					
36	36	97	97	0.0	3/4	3/4	Tempo	6/8	1	1	0									𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0	109					
36	36	97	97	0.08333333333333333	3/4	3/4	Chord	6/8	1	1	1/48			1/32	2/3	685									109					
36	36	1165/12	1165/12	0.08333333333333333	37/48	37/48	Chord	6/8	1	1	1/48			1/32	2/3	686									109					
36	36	583/6	583/6	0.08333333333333333	19/24	19/24	Chord	6/8	1	1	1/48			1/32	2/3	687									109					
36	36	389/4	389/4	0.08333333333333333	13/16	13/16	Chord	6/8	1	1	1/48			1/32	2/3	688									109					
36	36	292/3	292/3	0.08333333333333333	5/6	5/6	Chord	6/8	1	1	1/48			1/32	2/3	689									109					
36	36	1169/12	1169/12	0.08333333333333333	41/48	41/48	Chord	6/8	1	1	1/48			1/32	2/3	690									109					
36	36	195/2	195/2	0.0	7/8	7/8	Tempo	6/8	1	1	0									𝅘𝅥=54	54.0	𝅘𝅥	54.0	0.0	109					
36	36	195/2	195/2	0.08333333333333333	7/8	7/8	Chord	6/8	1	1	1/48			1/32	2/3	691									109					
36	36	1171/12	1171/12	0.08333333333333333	43/48	43/48	Chord	6/8	1	1	1/48			1/32	2/3	692									109					
36	36	293/3	293/3	0.08333333333333333	11/12	11/12	Chord	6/8	1	1	1/48			1/32	2/3	693									109					
36	36	391/4	391/4	0.08333333333333333	15/16	15/16	Chord	6/8	1	1	1/48			1/32	2/3	694									109					
36	36	587/6	587/6	0.08333333333333333	23/24	23/24	Chord	6/8	1	1	1/48			1/32	2/3	695									109					
36	36	1175/12	1175/12	0.08333333333333333	47/48	47/48	Chord	6/8	1	1	1/48			1/32	2/3	696									109					
36	36	98	98	0.08333333333333333	1	1	Chord	6/8	1	1	1/48			1/32	2/3	697									109					
36	36	1177/12	1177/12	0.08333333333333333	49/48	49/48	Chord	6/8	1	1	1/48			1/32	2/3	698									109					
36	36	589/6	589/6	0.0	25/24	25/24	Tempo	6/8	1	1	0									𝅘𝅥=10	10.0	𝅘𝅥	10.0	0.0						
36	36	589/6	589/6	0.08333333333333333	25/24	25/24	Chord	6/8	1	1	1/48			1/32	2/3	699														
36	36	393/4	393/4	0.0	17/16	17/16	Tempo	6/8	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0						
36	36	197/2	197/2	0.125	9/8	9/8	Chord	6/8	1	1	1/32			1/32	1	700									110					
36	36	789/8	789/8	0.125	37/32	37/32	Chord	6/8	1	1	1/32			1/32	1	701									110					
36	36	395/4	395/4	0.0	19/16	19/16	Tempo	6/8	1	1	0									𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0	110					
36	36	395/4	395/4	0.125	19/16	19/16	Chord	6/8	1	1	1/32			1/32	1	702									110					
36	36	791/8	791/8	0.125	39/32	39/32	Chord	6/8	1	1	1/32			1/32	1	703									110					
36	36	99	99	0.0	5/4	5/4	Tempo	6/8	1	1	0									𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	110					
36	36	99	99	0.125	5/4	5/4	Chord	6/8	1	1	1/32			1/32	1	704									110					
36	36	793/8	793/8	0.0	41/32	41/32	Tempo	6/8	1	1	0									𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0						
36	36	793/8	793/8	0.125	41/32	41/32	Chord	6/8	1	1	1/32			1/32	1	705														
36	36	94	94	0.125	0	0	Chord	6/8	1	2	1/32			1/32	1	706														
36	36	753/8	753/8	0.125	1/32	1/32	Chord	6/8	1	2	1/32			1/32	1	707														
36	36	377/4	377/4	0.125	1/16	1/16	Chord	6/8	1	2	1/32			1/32	1	708														
